clip_id,source_video_id,domain,split,duration_sec,clip_path,transcript
qDBBFRFB3-0_000018,qDBBFRFB3-0,mukb,train,6.92,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000018.mp4,음! 짜장면이 내 거죠. 그 짜장면 보니까 또 짬뽕 먹고 싶고. 짬뽕 보면 또 짜장면 먹고 싶고. 사람이 희한해요.
qDBBFRFB3-0_000043,qDBBFRFB3-0,mukb,train,2.44,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000043.mp4,"음, 아 이 채팅글 지워달라고, 알겠어요."
qDBBFRFB3-0_000051,qDBBFRFB3-0,mukb,train,3.72,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000051.mp4,다솔이가 보내준 건 뭔들 다 맛있죠.
qDBBFRFB3-0_000086,qDBBFRFB3-0,mukb,train,2.72,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000086.mp4,아니요. 쿠쿠는 같이 놀았어요.
qDBBFRFB3-0_000088,qDBBFRFB3-0,mukb,train,5.36,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000088.mp4,"흠. 아니요. 이 이미 알고 있었는데, 뭐. 부모님 뭐 결혼기념일인데, 어떡하겠어."
qDBBFRFB3-0_000093,qDBBFRFB3-0,mukb,train,2.12,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000093.mp4,음 일리아카는 포기했고요.
qDBBFRFB3-0_000095,qDBBFRFB3-0,mukb,train,3.72,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000095.mp4,"화요일에 집에 가서 어차피 아침에 갈 거니까, 피시방 가려고 하고 있죠."
qDBBFRFB3-0_000098,qDBBFRFB3-0,mukb,train,2.16,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000098.mp4,뭐라도 해야죠. 깨야 살죠.
qDBBFRFB3-0_000100,qDBBFRFB3-0,mukb,train,2.16,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000100.mp4,사가는 이번 주에 깨놓고
qDBBFRFB3-0_000113,qDBBFRFB3-0,mukb,train,2.32,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000113.mp4,"원래 이런 건 보통 시켜야 맛있는데, 그죠?"
qDBBFRFB3-0_000117,qDBBFRFB3-0,mukb,train,2.04,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000117.mp4,그거 배가 작아서 다 못 먹어.
qDBBFRFB3-0_000120,qDBBFRFB3-0,mukb,train,2.64,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000120.mp4,안 싱거워요. 맛있어요.
qDBBFRFB3-0_000129,qDBBFRFB3-0,mukb,train,2.24,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000129.mp4,"안 시켜 먹어봤어요? 오, 너무 맛있는데."
qDBBFRFB3-0_000134,qDBBFRFB3-0,mukb,train,2.76,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000134.mp4,아니 태국 갈 때 못 갔잖아요. 아침 그거라서.
qDBBFRFB3-0_000136,qDBBFRFB3-0,mukb,train,2.72,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000136.mp4,네. 바로 내려왔어요. 부산으로 그때.
qDBBFRFB3-0_000140,qDBBFRFB3-0,mukb,train,5.2,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000140.mp4,오후에 출발했거든요. 2시쯤. 여기서 7시 반 비행기라서.
qDBBFRFB3-0_000144,qDBBFRFB3-0,mukb,train,2.6,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000144.mp4,부산에서 가는 거 있을 있지 않아요? 이제?
qDBBFRFB3-0_000145,qDBBFRFB3-0,mukb,train,8.32,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000145.mp4,"음. 아직 그 대한항공이나 이런 건 안 들어온 것 같은데, 타이항공하고 음"
qDBBFRFB3-0_000146,qDBBFRFB3-0,mukb,train,5.24,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000146.mp4,진에어 뭐 제주항공 이런 데만 있더라고요.
qDBBFRFB3-0_000149,qDBBFRFB3-0,mukb,train,2.72,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000149.mp4,부산에서 태국 가는 거 없어요? 아직?
qDBBFRFB3-0_000153,qDBBFRFB3-0,mukb,train,3.6,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000153.mp4,그때 이제 처음으로 그거 타볼라고. 비즈니스.
qDBBFRFB3-0_000168,qDBBFRFB3-0,mukb,train,2.0,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000168.mp4,짜장면은 단무지 맛으로 먹는 거 아니야?
qDBBFRFB3-0_000171,qDBBFRFB3-0,mukb,train,2.28,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000171.mp4,음 오늘 단무지는 크게 안 먹네.
qDBBFRFB3-0_000174,qDBBFRFB3-0,mukb,train,3.72,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000174.mp4,어 짬뽕 국물에 탕수육 넣어 먹는 거 알죠. 아직 면이 있잖아요.
qDBBFRFB3-0_000176,qDBBFRFB3-0,mukb,train,3.04,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000176.mp4,"그거 알죠. 볶음밥도 말아 먹으면 맛있는 거, 짬뽕 국물에."
qDBBFRFB3-0_000191,qDBBFRFB3-0,mukb,train,3.64,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000191.mp4,면치기 안 돼. 이거 흰 옷이라서 튈까 봐 못하는 거예요.
qDBBFRFB3-0_000201,qDBBFRFB3-0,mukb,train,2.8,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000201.mp4,이거 정도는 먹방이 아니 그냥 밥 먹는 거예요.
qDBBFRFB3-0_000213,qDBBFRFB3-0,mukb,train,2.28,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000213.mp4,2주씩 돌아 아니 1주일씩 돌아가면서 해요.
qDBBFRFB3-0_000226,qDBBFRFB3-0,mukb,train,3.72,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000226.mp4,누나 거기에 밥 말아야지. 안 돼.
qDBBFRFB3-0_000248,qDBBFRFB3-0,mukb,train,2.92,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000248.mp4,"할리퀸인데야 짜장면 곱빼기 처먹어버렸어, 씨바."
qDBBFRFB3-0_000258,qDBBFRFB3-0,mukb,train,3.0,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000258.mp4,"내, 진짜 탄수화물을 요만큼 먹었어요."
qDBBFRFB3-0_000262,qDBBFRFB3-0,mukb,train,2.36,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000262.mp4,나도 탄수화물을 원래 안 먹었었어요 여러분.
qDBBFRFB3-0_000264,qDBBFRFB3-0,mukb,train,2.44,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000264.mp4,"입에 한번 대면 이제 멈출 수 없지, 탄수화물."
qDBBFRFB3-0_000266,qDBBFRFB3-0,mukb,train,8.24,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000266.mp4,나는 나무늘보가. 짜장면 곱빼기를 쳐 먹진 않겠지. 아우 그래도 곱빼기 다 쳐먹어버렸어. 아우 지겨워.
qDBBFRFB3-0_000268,qDBBFRFB3-0,mukb,train,2.48,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000268.mp4,"어머, 얘기하지 마. 나도 이따 봐야 돼 슈룹."
qDBBFRFB3-0_000269,qDBBFRFB3-0,mukb,train,2.64,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000269.mp4,나는 아무것도 안 먹은 척 그렇게 있어야겠어요.
qDBBFRFB3-0_000270,qDBBFRFB3-0,mukb,train,5.04,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000270.mp4,아 오늘 먹방은 공주 먹방이에요. 여러분.
qDBBFRFB3-0_000273,qDBBFRFB3-0,mukb,train,3.84,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000273.mp4,저는 입맛이 없어서 못 먹겠고요. 네 n.
qDBBFRFB3-0_000274,qDBBFRFB3-0,mukb,train,2.44,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000274.mp4,맛있네요. 혼자 먹으니까.
qDBBFRFB3-0_000283,qDBBFRFB3-0,mukb,train,2.8,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000283.mp4,이거 우피 골드버그 립스틱이라고.
qDBBFRFB3-0_000300,qDBBFRFB3-0,mukb,train,7.0,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000300.mp4,"입맛이 없어요, 요즘에. 언니, 이거 너무 안 처먹어갖고 혈색 없는 거 보이죠. 아"
qDBBFRFB3-0_000305,qDBBFRFB3-0,mukb,train,5.12,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000305.mp4,반말 찍찍하지 말라잖아. 라임이가. 으응.
qDBBFRFB3-0_000307,qDBBFRFB3-0,mukb,train,4.56,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000307.mp4,"그거 슈룹, 언제 나오냐면요. 넷플릭스에 11시 반쯤에 나와요."
qDBBFRFB3-0_000310,qDBBFRFB3-0,mukb,train,4.08,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000310.mp4,화장 지우면서 보고 못 보면 누워서 핸드폰으로 보고.
qDBBFRFB3-0_000314,qDBBFRFB3-0,mukb,train,5.24,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000314.mp4,"아저씨가 4천 원 받을 정도로 신속, 정확하게 배달이 왔는데. 뭘 불어, 어허 하나도 안 불었던데."
qDBBFRFB3-0_000319,qDBBFRFB3-0,mukb,train,2.04,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000319.mp4,오징어 게임은 유명하잖아요.
qDBBFRFB3-0_000321,qDBBFRFB3-0,mukb,train,2.16,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000321.mp4,그 넷플릭스랑 전속 계약했잖아.
qDBBFRFB3-0_000330,qDBBFRFB3-0,mukb,train,5.64,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000330.mp4,"아, 넷플릭스가 먹는다고? 오징어 게임 그거를. 그러면"
qDBBFRFB3-0_000338,qDBBFRFB3-0,mukb,train,3.8,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000338.mp4,그 초호화 캐스팅 됐으면 좋겠다.
qDBBFRFB3-0_000339,qDBBFRFB3-0,mukb,train,4.76,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000339.mp4,"언니, 한번 오디션 보러 가세요. 저기. 하흐"
qDBBFRFB3-0_000340,qDBBFRFB3-0,mukb,train,3.56,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000340.mp4,트랜스젠더 역할. 예.
qDBBFRFB3-0_000341,qDBBFRFB3-0,mukb,train,4.28,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000341.mp4,저기 글로벌한 시대에 글 트랜스젠더가 올 수도 있죠.
qDBBFRFB3-0_000343,qDBBFRFB3-0,mukb,train,2.56,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000343.mp4,나는 그런 역할 어울릴 것 같아요. 감독님.
qDBBFRFB3-0_000347,qDBBFRFB3-0,mukb,train,4.52,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000347.mp4,떨어진 여인인데. 과거를 회상하면서 다시
qDBBFRFB3-0_000348,qDBBFRFB3-0,mukb,train,7.76,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000348.mp4,그 일 1등에 456억 원 그거를 꿈을 꾸고 다시 도전하는 거예요. 응.
qDBBFRFB3-0_000350,qDBBFRFB3-0,mukb,train,3.52,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000350.mp4,"5위 안에 들어와야죠, 그래도 1등은 못 하고."
qDBBFRFB3-0_000351,qDBBFRFB3-0,mukb,train,2.24,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000351.mp4,1등은 대배우님들이 하셔야죠.
qDBBFRFB3-0_000353,qDBBFRFB3-0,mukb,train,4.96,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000353.mp4,저희는 거기 출연해서 채널 홍보만 할 수 있게 해 주세요. 허허
qDBBFRFB3-0_000355,qDBBFRFB3-0,mukb,train,2.4,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000355.mp4,연기 쪽에 관심이 많으신가 보다고. 흐
qDBBFRFB3-0_000360,qDBBFRFB3-0,mukb,train,2.76,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000360.mp4,"근데 그때 당시에 너 찍을 때,"
qDBBFRFB3-0_000384,qDBBFRFB3-0,mukb,train,3.4,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000384.mp4,밖에서 이제 또 과일도 주워 먹고 그래야 되는데.
qDBBFRFB3-0_000386,qDBBFRFB3-0,mukb,train,6.08,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000386.mp4,흠. 이번에 슈룹은 이제 뭐 입수하거나 그런 장면은 없는 거죠?
qDBBFRFB3-0_000394,qDBBFRFB3-0,mukb,train,2.2,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000394.mp4,진짜 추웠어요.
qDBBFRFB3-0_000396,qDBBFRFB3-0,mukb,train,4.16,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000396.mp4,"3월 말인가? 4월 초인가? 그 칼바람이었어, 뭔가."
qDBBFRFB3-0_000398,qDBBFRFB3-0,mukb,train,7.04,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000398.mp4,여러분의 즐거움을 위해서라면 뭐 그땐 뭐 이 한 몸 뭐 하나 뭐 바칠 수 있었죠.
qDBBFRFB3-0_000406,qDBBFRFB3-0,mukb,train,5.88,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000406.mp4,"타키 님이 그거 하면, 물귀신 역할 하면 되겠다. 물속에서."
qDBBFRFB3-0_000407,qDBBFRFB3-0,mukb,train,4.52,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000407.mp4,"어머, 얘는 총 들고 있는 것 같아 이봐."
qDBBFRFB3-0_000408,qDBBFRFB3-0,mukb,train,3.12,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000408.mp4,"탕수육인데, 총 들고 있는 모양이야. 다 먹어버리겠어. 씨발년들."
qDBBFRFB3-0_000421,qDBBFRFB3-0,mukb,train,5.16,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000421.mp4,우영우에 나왔던 망치 고 돌고래 고래 대가리 크고 그쵸? 망치 고래.
qDBBFRFB3-0_000428,qDBBFRFB3-0,mukb,train,2.16,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000428.mp4,"돌고래 같아. 진짜 돌고래 같아. 이봐, 봐봐."
qDBBFRFB3-0_000431,qDBBFRFB3-0,mukb,train,3.32,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000431.mp4,"그 돌고래 같다니까. 봐봐, 이봐. 어머머머."
qDBBFRFB3-0_000436,qDBBFRFB3-0,mukb,train,2.84,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000436.mp4,돌고래 모르시는 듯. 으하하
qDBBFRFB3-0_000443,qDBBFRFB3-0,mukb,train,2.24,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000443.mp4,"흠, 오며 가며 하나씩 주워 먹잖아."
qDBBFRFB3-0_000447,qDBBFRFB3-0,mukb,train,2.52,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000447.mp4,요 밑에 튀김집 있잖아요. 오
qDBBFRFB3-0_000450,qDBBFRFB3-0,mukb,train,7.32,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000450.mp4,"거기 튀김옷이, 사 가잖아. 다음 날 때도 바삭바삭해. 그거 왜 그런 거야?"
qDBBFRFB3-0_000451,qDBBFRFB3-0,mukb,train,9.76,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000451.mp4,"내가 여러분, 음 쉴 때. 내 차 폭발할 때 쥐포 튀김을 샀어요. 7개를. 그래서 쉬면서 먹었거든. 1개씩, 1개씩 근데"
qDBBFRFB3-0_000454,qDBBFRFB3-0,mukb,train,2.08,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000454.mp4,나는 이 밑에서 솔직히 튀김을 안 먹어봤어.
qDBBFRFB3-0_000460,qDBBFRFB3-0,mukb,train,5.4,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000460.mp4,"아우, 너무 많이 처먹었나 봐요. 탕 내가 요즘에 여러분 많이 못 먹어요. 그래서"
qDBBFRFB3-0_000461,qDBBFRFB3-0,mukb,train,2.44,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000461.mp4,"탕수육, 진짜 몇 점만 먹었는데."
qDBBFRFB3-0_000465,qDBBFRFB3-0,mukb,train,6.28,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000465.mp4,아니 요기 부분만 살짝 먹었는데 어 나 배가 너무 불러요. 여러분 어떻게 해요. 어휴.
qDBBFRFB3-0_000468,qDBBFRFB3-0,mukb,train,2.28,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000468.mp4,꼭 짜장면도 같이 먹은 기분이죠.
qDBBFRFB3-0_000473,qDBBFRFB3-0,mukb,train,2.72,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000473.mp4,원래 중식 먹으면 짜장면 안 먹어도 먹은 것 같잖아.
qDBBFRFB3-0_000474,qDBBFRFB3-0,mukb,train,3.72,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000474.mp4,나 원래 짜장면 제일 싫어해요.
qDBBFRFB3-0_000475,qDBBFRFB3-0,mukb,train,2.72,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000475.mp4,뭘 제일 좋아하세요?
qDBBFRFB3-0_000477,qDBBFRFB3-0,mukb,train,2.64,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000477.mp4,"아휴, 제가 눈치 없이 짬뽕을 혼자 먹었네요. 아휴 어떡해"
qDBBFRFB3-0_000480,qDBBFRFB3-0,mukb,train,3.12,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000480.mp4,음 요즘 많이 안 먹어요. 제가. 음
qDBBFRFB3-0_000483,qDBBFRFB3-0,mukb,train,6.16,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000483.mp4,"굳은 게 아니라 흐브호또인님, 방금 튀긴 쥐포를 내가 사 갔어요."
qDBBFRFB3-0_000487,qDBBFRFB3-0,mukb,train,5.44,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000487.mp4,"저 친구. 문 한번 열어봐요. 걷는 걸 좀 똑바로 걸어라 그래봐요. 애기야, 걷는 걸 좀 똑바로 걸어."
qDBBFRFB3-0_000496,qDBBFRFB3-0,mukb,train,2.0,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000496.mp4,너 새끼 남자 화장실 가고 그러면 안 돼.
qDBBFRFB3-0_000506,qDBBFRFB3-0,mukb,train,2.12,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000506.mp4,애들 발소리만 다 들어요. 다 알아요. 언니.
qDBBFRFB3-0_000511,qDBBFRFB3-0,mukb,train,3.0,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000511.mp4,추아. 아우 너무 추아.
qDBBFRFB3-0_000521,qDBBFRFB3-0,mukb,train,2.6,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000521.mp4,처먹은 것도 없는데 왜 이렇게 배가 불러요?
qDBBFRFB3-0_000527,qDBBFRFB3-0,mukb,train,2.92,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000527.mp4,사람 변하면 죽는데요. 흐하
qDBBFRFB3-0_000531,qDBBFRFB3-0,mukb,train,2.12,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000531.mp4,그게 아니라 사람이 변하면 죽어요.
qDBBFRFB3-0_000532,qDBBFRFB3-0,mukb,train,3.84,kmsav_pilot/cropped/qDBBFRFB3-0/utts/000532.mp4,"그쵸. 언니의 식습관인데 뭐, 하나의."
qWHvbPCtMlM_000035,qWHvbPCtMlM,beau,train,2.84,kmsav_pilot/cropped/qWHvbPCtMlM/utts/000035.mp4,좀 쓸데없이 고퀄리티라고 하는데 질감을 또 살렸어.
qWHvbPCtMlM_000045,qWHvbPCtMlM,beau,train,2.96,kmsav_pilot/cropped/qWHvbPCtMlM/utts/000045.mp4,이게 솔직히 케이스가 예쁘니까. 눈이 가는 케이스야.
qWHvbPCtMlM_000075,qWHvbPCtMlM,beau,train,2.92,kmsav_pilot/cropped/qWHvbPCtMlM/utts/000075.mp4,모두 다 빈 손으로 가.
qWHvbPCtMlM_000077,qWHvbPCtMlM,beau,train,3.0,kmsav_pilot/cropped/qWHvbPCtMlM/utts/000077.mp4,동양인 무쌍 분들이 피해야 할 팔레트가 이런 겁니다. 사실
qWHvbPCtMlM_000089,qWHvbPCtMlM,beau,train,2.04,kmsav_pilot/cropped/qWHvbPCtMlM/utts/000089.mp4,저는 펄. 홀리하면 글리터잖
qWHvbPCtMlM_000121,qWHvbPCtMlM,beau,train,2.04,kmsav_pilot/cropped/qWHvbPCtMlM/utts/000121.mp4,앤드 아무래도 가을이라 그런가? 이렇게
qWHvbPCtMlM_000128,qWHvbPCtMlM,beau,train,3.92,kmsav_pilot/cropped/qWHvbPCtMlM/utts/000128.mp4,나는 아이라인 이렇게 붓 펜 라인으로 좀 이렇게 아찔하게 뽑는게 좋아.
qWHvbPCtMlM_000129,qWHvbPCtMlM,beau,train,6.12,kmsav_pilot/cropped/qWHvbPCtMlM/utts/000129.mp4,허어 잘 나온다. 그거. 심이 되게 날렵하다. 속눈썹 붙여주고 싶어. 케이트?
qWHvbPCtMlM_000148,qWHvbPCtMlM,beau,train,2.36,kmsav_pilot/cropped/qWHvbPCtMlM/utts/000148.mp4,꼬리가 뺄 때
qWHvbPCtMlM_000151,qWHvbPCtMlM,beau,train,2.08,kmsav_pilot/cropped/qWHvbPCtMlM/utts/000151.mp4,이 봐! 이렇게. 이렇게 돼. 이렇게.
qWHvbPCtMlM_000154,qWHvbPCtMlM,beau,train,2.44,kmsav_pilot/cropped/qWHvbPCtMlM/utts/000154.mp4,"이게 속도 조절이 안되네. 속도위반이 되네, 이게."
tL9j8iqAyGQ_000009,tL9j8iqAyGQ,inte,train,4.52,kmsav_pilot/cropped/tL9j8iqAyGQ/utts/000009.mp4,어떤 작용이 있는 걸까요? 그게 한국어로 하는 것과 영어로 하는 것과
tL9j8iqAyGQ_000017,tL9j8iqAyGQ,inte,train,3.72,kmsav_pilot/cropped/tL9j8iqAyGQ/utts/000017.mp4,어떻게 보면은 고정관념처럼 박혀 있는 것 같기도 한데
tL9j8iqAyGQ_000032,tL9j8iqAyGQ,inte,train,6.88,kmsav_pilot/cropped/tL9j8iqAyGQ/utts/000032.mp4,가오스나 오일러 같은 초천재들이나 사실 할 수 있고 그런 사람들에 의해서만 이제 수학이 뭔가 발전되는 것처럼
tL9j8iqAyGQ_000034,tL9j8iqAyGQ,inte,train,5.08,kmsav_pilot/cropped/tL9j8iqAyGQ/utts/000034.mp4,그렇게 생각하는 것에 대해서 방금 교수님의 그런 말씀이 또 일침이 될 수도 있겠네요.
tL9j8iqAyGQ_000035,tL9j8iqAyGQ,inte,train,10.0,kmsav_pilot/cropped/tL9j8iqAyGQ/utts/000035.mp4,네 네 사실 대부분의 수학의 볼륨을 구성하는 그러한 작업들은 대부분의 말하자면 평범한 평범한 수학자들이
tL9j8iqAyGQ_000036,tL9j8iqAyGQ,inte,train,6.16,kmsav_pilot/cropped/tL9j8iqAyGQ/utts/000036.mp4,평범한 날에 평범한 정도의 노력을 기울여서 조금씩 조금씩 쌓아올리고 있다는 생각이 들어요.
tL9j8iqAyGQ_000063,tL9j8iqAyGQ,inte,train,3.08,kmsav_pilot/cropped/tL9j8iqAyGQ/utts/000063.mp4,정확하고 명확하게
tL9j8iqAyGQ_000064,tL9j8iqAyGQ,inte,train,2.76,kmsav_pilot/cropped/tL9j8iqAyGQ/utts/000064.mp4,모호한 것에 대해서 소통 할 수 있는 분들
tL9j8iqAyGQ_000072,tL9j8iqAyGQ,inte,train,8.16,kmsav_pilot/cropped/tL9j8iqAyGQ/utts/000072.mp4,저도 역시 이제 수학의 대중화 활동을 하고 있지만 참 바둑이나 이런 걸 보면은 바둑 같은 경우는 하물며 만화 같은 것도 나오고 바둑에 대한 영화같은
tL9j8iqAyGQ_000074,tL9j8iqAyGQ,inte,train,2.2,kmsav_pilot/cropped/tL9j8iqAyGQ/utts/000074.mp4,근데 바둑도 사실 되게 어려운 소재
tL9j8iqAyGQ_000092,tL9j8iqAyGQ,inte,train,4.48,kmsav_pilot/cropped/tL9j8iqAyGQ/utts/000092.mp4,정보든 내가 알렉산드리아 있는 대도서관에 들어가지 않더라도
tL9j8iqAyGQ_000094,tL9j8iqAyGQ,inte,train,6.36,kmsav_pilot/cropped/tL9j8iqAyGQ/utts/000094.mp4,모든 종류의 수학적 지식과 어떤 것들이 알려져 있는지 앞으로 어떤 것을 하면 재밌을지도 알려져 있고
tL9j8iqAyGQ_000096,tL9j8iqAyGQ,inte,train,7.2,kmsav_pilot/cropped/tL9j8iqAyGQ/utts/000096.mp4,그렇기 때문에 또 그렇게 특히나 수학의 표면적이랄까 그게 무한히 넓기 때문에
tL9j8iqAyGQ_000100,tL9j8iqAyGQ,inte,train,8.16,kmsav_pilot/cropped/tL9j8iqAyGQ/utts/000100.mp4,허준이 교수님에게 이 있어서 수학자로서의 전성기 시기가 언제쯤이라고 생각하시나요?
tL9j8iqAyGQ_000102,tL9j8iqAyGQ,inte,train,2.24,kmsav_pilot/cropped/tL9j8iqAyGQ/utts/000102.mp4,아이들 다 키우고 온전하게 연구
tL9j8iqAyGQ_000107,tL9j8iqAyGQ,inte,train,7.84,kmsav_pilot/cropped/tL9j8iqAyGQ/utts/000107.mp4,"그러니까 어떻게보면 통념이랑 살짝 다른 것 같아요. 보통 사람들이 생각했었을 때 수학자들 전성기 보통 한 3, 40대면 끝나는 거 아니야? 라고 생각할 수도 있거든요."
taF_S4MBkJw_000005,taF_S4MBkJw,scie,train,8.72,kmsav_pilot/cropped/taF_S4MBkJw/utts/000005.mp4,"사실은 그 효소는 상당히 복잡한 그 효소는 뭘, 단백질로 이루어져 있는데요."
taF_S4MBkJw_000006,taF_S4MBkJw,scie,train,7.8,kmsav_pilot/cropped/taF_S4MBkJw/utts/000006.mp4,그 생체 고분자입니다. 단백질도 따지고 보면 그니까 근데 그 효소의 기능은 화학 반응을
taF_S4MBkJw_000007,taF_S4MBkJw,scie,train,6.88,kmsav_pilot/cropped/taF_S4MBkJw/utts/000007.mp4,그 화학 반응에서 촉매로 작용을 해서 굉장히 빠르게 잘 안 일어나는 반응을 빨리 잘 일어나게 하는데 있는데
taF_S4MBkJw_000008,taF_S4MBkJw,scie,train,9.52,kmsav_pilot/cropped/taF_S4MBkJw/utts/000008.mp4,그 우리가 우리가 그 일반적으로 사용하고 있는 촉매들에 비해서 효소는 사실 굉장히 복잡한 구조를 가지고 있습니다. 그래서 그걸 저희가
taF_S4MBkJw_000009,taF_S4MBkJw,scie,train,8.56,kmsav_pilot/cropped/taF_S4MBkJw/utts/000009.mp4,아까 말씀하신 저희가 공부하는 고분자 화학 같은 입장에서 합성의 차원에서 실험적으로 똑같이 구현하는 것은 사실 쉽지 않습니다.
taF_S4MBkJw_000010,taF_S4MBkJw,scie,train,9.84,kmsav_pilot/cropped/taF_S4MBkJw/utts/000010.mp4,그래서 대안으로는 요즘은 그 실제 존재하는 효소를 개질을 해서 그 조금 구조를 바꾸는 거죠. 그래서 우리가 필요한 화학 반응에
taF_S4MBkJw_000011,taF_S4MBkJw,scie,train,3.76,kmsav_pilot/cropped/taF_S4MBkJw/utts/000011.mp4,그 효소가 촉매로 작용할 수 있게 하는 일을 하고 있습니다.
taF_S4MBkJw_000012,taF_S4MBkJw,scie,train,6.2,kmsav_pilot/cropped/taF_S4MBkJw/utts/000012.mp4,그게 바로 올해 노벨 화학상을 받은 디렉티드 에볼루션이라고 부르는 학문 분야입니다.
